"","primaryTitle","tconst","averageRating","numVotes","titleType","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","rating","critics_pick","author","headline","summary","pub_date","opening_date","updated_date","link_type","link_url","link_suggested","multimedia_type","multi_media_src","multimedia_height","multimedia_width","sent_mean","sent_sd","sent_sum"
"5131","Tully","tt5610554",7,53757,"movie","Tully",0,"2018","\N","95","Comedy,Drama,Mystery","R",0,"MANOHLA DARGIS","Review: In the Comedy ‘Tully,’ Mom’s Struggle Is Real","Charlize Theron plays an overwhelmed mother who needs all the help she can get — and gets a magical, mysterious night nurse played by Mackenzie Davis.","2018-05-03","2018-05-04","2018-06-03 16:44:01","article","https://www.nytimes.com/2018/05/03/movies/tully-review-charlize-theron.html","Read the New York Times Review of Tully","mediumThreeByTwo210","https://static01.nyt.com/images/2018/05/04/arts/04tully-theron/04tully-theron-mediumThreeByTwo210-v2.jpg",140,210,-0.016,0.207022543055903,-0.4
"5132","Tumbledown","tt2338424",6.2,6660,"movie","Tumbledown",0,"2015","\N","105","Comedy,Music,Romance","R",0,"NICOLAS RAPOLD","Review: In ‘Tumbledown,’ a Book Is the Third Party in a Love Triangle","Rebecca Hall plays the young grieving widow of an acclaimed indie-folk singer and Jason Sudeikis his brash biographer in this dramedy directed by Sean Mewshaw.","2016-02-04","2016-02-05","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/05/movies/tumbledown-review.html","Read the New York Times Review of Tumbledown","mediumThreeByTwo210","https://static01.nyt.com/images/2016/02/05/arts/05TUMBLEDOWN/05TUMBLEDOWN-mediumThreeByTwo210-v2.jpg",140,210,-0.0192307692307692,0.265358973120158,-0.5
"5133","Tumbledown","tt2732210",4.2,199,"movie","Tumbledown",0,"2013","\N","80","Drama,Mystery,Romance","R",0,"NICOLAS RAPOLD","Review: In ‘Tumbledown,’ a Book Is the Third Party in a Love Triangle","Rebecca Hall plays the young grieving widow of an acclaimed indie-folk singer and Jason Sudeikis his brash biographer in this dramedy directed by Sean Mewshaw.","2016-02-04","2016-02-05","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/05/movies/tumbledown-review.html","Read the New York Times Review of Tumbledown","mediumThreeByTwo210","https://static01.nyt.com/images/2016/02/05/arts/05TUMBLEDOWN/05TUMBLEDOWN-mediumThreeByTwo210-v2.jpg",140,210,-0.0192307692307692,0.265358973120158,-0.5
"5134","Turbo","tt1860353",6.4,86089,"movie","Turbo",0,"2013","\N","96","Adventure,Animation,Comedy","PG",0,"A. O. SCOTT","Snail’s Pace Can Win the Race","A snail who thinks he can do great things is supercharged by ambition in “Turbo,” but there is a trail of big commercial interests in the story.","2013-07-16","2013-07-17","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/07/17/movies/turbo-from-dreamworks-shows-one-way-to-the-finish-line.html","Read the New York Times Review of Turbo","mediumThreeByTwo210","https://static01.nyt.com/images/2013/07/17/arts/17turbo/17turbo-mediumThreeByTwo210.jpg",140,210,0.0685185185185185,0.174944028493153,1.85
"5135","Turkey Bowl","tt1800401",6.1,95,"movie","Turkey Bowl",0,"2011","\N","62","Comedy,Sport","TV-MA",0,"NEIL GENZLINGER","Friends, Football and Fun","“Turkey Bowl,” a quirky offering from Kyle Smith, is little more than a touch football game among friends.","2011-06-02","2011-06-03","2019-04-12 02:01:09","article","https://www.nytimes.com/2011/06/03/movies/turkey-bowl-review.html","Read the New York Times Review of Turkey Bowl","","",NA,NA,-0.00555555555555556,0.0235702260395516,-0.1
"5136","Turn It Around: The Story of East Bay Punk","tt3913194",7.8,195,"movie","Turn It Around: The Story of East Bay Punk",0,"2017","\N","155","Documentary,History,Music","",0,"MONICA CASTILLO","Review: ‘Turn It Around’ Plays to Fans of West Coast Punk Music","A sprawling documentary retraces the birth of the punk scene in the Bay Area, where bands like Green Day and Rancid came together and thrived.","2017-07-27","2017-05-31","2017-11-02 04:18:27","article","https://www.nytimes.com/2017/07/27/movies/turn-it-around-the-story-of-east-bay-punk-review.html","Read the New York Times Review of Turn It Around: The Story of East Bay Punk","mediumThreeByTwo210","https://static01.nyt.com/images/2017/07/28/arts/28TURNIT/28TURNIT-mediumThreeByTwo210.jpg",140,210,0.024,0.187705443004014,0.6
"5137","Turtle: The Incredible Journey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",0,"MANOHLA DARGIS","The Call of the Wild, Heeded With Tenacity","In “Turtle,” the loggerhead, a threatened species, embarks on a quarter-century life voyage, a trip that covers thousands of miles and is fraught with life-and-death dangers.","2011-06-23","2011-06-24","2017-11-02 04:18:13","article","https://www.nytimes.com/2011/06/24/movies/turtle-the-incredible-journey-a-loggerhead-epic-review.html","Read the New York Times Review of Turtle: The Incredible Journey","","",NA,NA,-0.0603448275862069,0.184864482384504,-1.75
"5138","Tusk","tt3099498",5.3,47363,"movie","Tusk",0,"2014","\N","102","Comedy,Drama,Horror","R",0,"JEANNETTE CATSOULIS","Beware the Old Sailor Bearing Tea","Directed by Kevin Smith, &#8220;Tusk&#8221; is a weird, even goofy, hybrid of kidnap drama and Frankensteinian horror.","2014-09-18","2014-09-19","2017-11-02 04:18:19","article","https://www.nytimes.com/2014/09/19/movies/kevin-smiths-tusk-horror-with-a-loony-twist.html","Read the New York Times Review of Tusk","mediumThreeByTwo210","https://static01.nyt.com/images/2014/09/19/arts/19TUSK/19TUSK-mediumThreeByTwo210-v3.jpg",140,210,-0.105263157894737,0.267651689515655,-2
"5139","Twelve","tt1407084",5.7,11869,"movie","Twelve",0,"2010","\N","93","Action,Crime,Drama","R",0,"STEPHEN HOLDEN","A New Drug Is King in Manhattan","“Twelve” is the latest book-to-screen titillation in a genre that wallows in the sophisticated travails of rich, potty-mouthed lost youth.","2010-08-05","2010-08-06","2017-11-02 04:18:11","article","https://www.nytimes.com/2010/08/06/movies/06twelve.html","Read the New York Times Review of Twelve","","",NA,NA,0.0391304347826087,0.261097561763593,0.9
"5140","Twelve","tt5001140",8.7,20,"movie","Twelve",0,"2015","\N","\N","Comedy","R",0,"STEPHEN HOLDEN","A New Drug Is King in Manhattan","“Twelve” is the latest book-to-screen titillation in a genre that wallows in the sophisticated travails of rich, potty-mouthed lost youth.","2010-08-05","2010-08-06","2017-11-02 04:18:11","article","https://www.nytimes.com/2010/08/06/movies/06twelve.html","Read the New York Times Review of Twelve","","",NA,NA,0.0391304347826087,0.261097561763593,0.9
"5141","Twelve","tt7033498",6.3,348,"movie","Twelve",0,"2019","\N","92","Family,Sport","R",0,"STEPHEN HOLDEN","A New Drug Is King in Manhattan","“Twelve” is the latest book-to-screen titillation in a genre that wallows in the sophisticated travails of rich, potty-mouthed lost youth.","2010-08-05","2010-08-06","2017-11-02 04:18:11","article","https://www.nytimes.com/2010/08/06/movies/06twelve.html","Read the New York Times Review of Twelve","","",NA,NA,0.0391304347826087,0.261097561763593,0.9
"5142","Twice Born","tt1396226",7.4,15957,"movie","Venuto al mondo",0,"2012","\N","127","Drama,Romance,War","R",0,"A. O. SCOTT","Warring Emotions Play Out in a Universe Torn by Conflict","“Twice Born” features Penélope Cruz in a drama that uses the 1990s Balkans as a backdrop.","2013-12-05","2013-12-06","2017-11-02 04:18:18","article","https://www.nytimes.com/2013/12/06/movies/twice-born-stars-penelope-cruz-and-emile-hirsch.html","Read the New York Times Review of Twice Born","mediumThreeByTwo210","https://static01.nyt.com/images/2013/12/06/arts/06TWICE_SPAN/TWICE-mediumThreeByTwo210.jpg",140,210,-0.015625,0.0625,-0.25
"5143","Twinsters","tt2980626",7.5,4690,"movie","Twinsters",0,"2015","\N","89","Biography,Documentary,Family","PG-13",0,"NEIL GENZLINGER","Review: In &#8216;Twinsters,&#8217; Separated-at-Birth Twins Tell Their Own Story","This film, which one of the twins helped direct, uses Facebook and Skype communication as a narrative device.","2015-07-16","2015-07-17","2017-11-02 04:18:21","article","https://www.nytimes.com/2015/07/17/movies/review-in-twinsters-separated-at-birth-twins-tell-their-own-story.html","Read the New York Times Review of Twinsters","mediumThreeByTwo210","https://static01.nyt.com/images/2015/07/17/arts/17TWINSTERS/17TWINSTERS-mediumThreeByTwo210.jpg",140,210,0.0444444444444444,0.188561808316413,0.8
"5144","Two Gates Of Sleep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"NEIL GENZLINGER","When a Parent Dies","In “Two Gates of Sleep” two Southern brothers prepare for the loss of their mother.","2011-03-31","2011-04-01","2017-11-02 04:18:13","article","https://www.nytimes.com/2011/04/01/movies/two-gates-of-sleep-written-and-directed-by-alistair-banks-griffin-review.html","Read the New York Times Review of Two Gates Of Sleep","","",NA,NA,-0.0433333333333333,0.197182535689529,-0.65
"5145","Two in the Wave","tt1528224",6.8,815,"movie","Deux de la Vague",0,"2010","\N","91","Documentary","",1,"A. O. SCOTT","Two Daring Directors Who Changed Film History","“Two in the Wave,” about the French New Wave filmmakers François Truffaut and Jean-Luc Godard, is interested in its subjects’ artistic personalities.","2010-05-18","2010-05-19","2017-11-02 04:18:11","article","https://www.nytimes.com/2010/05/19/movies/19two.html","Read the New York Times Review of Two in the Wave","","",NA,NA,0.0826086956521739,0.222898619256386,1.9
"5146","Two Lovers and a Bear","tt4412528",6.1,1765,"movie","Two Lovers and a Bear",0,"2016","\N","96","Adventure,Drama,Romance","R",0,"GLENN KENNY","Review: ‘Two Lovers and a Bear’ Walk Onto Some Arctic Ice","Kim Nguyen’s film focuses on a pair of damaged young souls enveloped in beauty, absurdity and, despite the cold air, a lot of overheated romanticism.","2016-12-15","2016-12-16","2017-11-02 04:18:26","article","https://www.nytimes.com/2016/12/15/movies/two-lovers-and-a-bear-review.html","Read the New York Times Review of Two Lovers and a Bear","mediumThreeByTwo210","https://static01.nyt.com/images/2016/12/16/arts/16TWOLOVERS1/16TWOLOVERS1-mediumThreeByTwo210.jpg",140,210,-0.0326923076923077,0.218605721650787,-0.85
"5147","Two Men In Town",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R",0,"A. O. SCOTT","Review: In ‘Two Men in Town,’ a Parolee Is Hounded by a Cop","Forest Whitaker plays an ex-convict who faces formidable obstacles as he tries to rebuild his life.","2015-03-05","2015-03-06","2017-11-02 04:18:20","article","https://www.nytimes.com/2015/03/06/movies/review-in-two-men-in-town-a-parolee-is-hounded-by-a-cop.html","Read the New York Times Review of Two Men In Town","mediumThreeByTwo210","https://static01.nyt.com/images/2015/03/06/arts/06TWOMEN/06TWOMEN-mediumThreeByTwo210.jpg",140,210,-0.129411764705882,0.2910427500436,-2.2
"5148","Two Night Stand","tt2140619",6.4,66100,"movie","Two Night Stand",0,"2014","\N","86","Comedy,Romance","R",0,"BEN KENIGSBERG","Sex and the Snow","In &#8220;Two Night Stand,&#8221; a couple react to being snowed in after a one-night stand.","2014-09-25","2014-09-26","2017-11-02 04:18:19","article","https://www.nytimes.com/2014/09/26/movies/two-night-stand-stars-analeigh-tipton-and-miles-teller.html","Read the New York Times Review of Two Night Stand","mediumThreeByTwo210","https://static01.nyt.com/images/2014/09/26/arts/TWONIGHTSTAND/TWONIGHTSTAND-mediumThreeByTwo210.jpg",140,210,0,0,0
"5149","Two Step","tt3288948",6.4,665,"movie","Two Step",0,"2014","\N","93","Crime,Drama,Thriller","",1,"STEPHEN HOLDEN","Review: &#8216;Two Step&#8217; Scuffles Around With Petty Criminals","Alex R. Johnson&#8217;s feature-length debut is a nasty, well-acted little gem that goes deep inside its characters&#8217; psyches.","2015-07-30","2015-07-31","2017-11-02 04:18:22","article","https://www.nytimes.com/2015/07/31/movies/review-two-step-scuffles-around-with-petty-criminals.html","Read the New York Times Review of Two Step","mediumThreeByTwo210","https://static01.nyt.com/images/2015/07/31/arts/31TWOSTEP/31TWOSTEP-mediumThreeByTwo210-v2.jpg",140,210,0.0130434782608696,0.292798950299421,0.3
"5150","Tyler Perry's A Madea Christmas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PG-13",0,"NICOLAS RAPOLD","Special Matriarchal Lessons","With “Tyler Perry’s A Madea Christmas,” Mr. Perry serves up his female alter ego in a holiday film.","2013-12-13","2013-12-13","2017-11-02 04:18:18","article","https://www.nytimes.com/2013/12/14/movies/tyler-perrys-a-madea-christmas-opens.html","Read the New York Times Review of Tyler Perry's A Madea Christmas","mediumThreeByTwo210","https://static01.nyt.com/images/2013/12/14/arts/14MADEA/14MADEA-mediumThreeByTwo210.jpg",140,210,0.0368421052631579,0.223508703076362,0.7
"5151","Tyler Perry's Acrimony",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R",0,"BEN KENIGSBERG","Review: In ‘Acrimony,’ Taraji P. Henson Endures Marriage and Script Woes","The Tyler Perry melodrama follows a woman who undergoes trials brought on by a cheating husband (Lyriq Bent).","2018-03-30","2018-03-30","2018-04-30 16:44:01","article","https://www.nytimes.com/2018/03/30/movies/acrimony-review-taraji-p-henson-tyler-perry.html","Read the New York Times Review of Tyler Perry's Acrimony","mediumThreeByTwo210","https://static01.nyt.com/images/2018/04/02/arts/02acrimony1/merlin_135740460_ee4cda4e-16ec-46b3-aab1-526244380751-mediumThreeByTwo210.jpg",140,210,-0.0916666666666667,0.25102730106973,-1.65
"5152","Tyler Perry's Boo 2! A Madea Halloween",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PG-13",0,"GLENN KENNY","Review: A Case of Déjà Vu in ‘Tyler Perry’s Boo 2! A Madea Halloween’","In this sequel that feels like a remake, all prospects for amusement are never even vaguely realized.","2017-10-20","2017-10-20","2017-11-20 17:44:02","article","https://www.nytimes.com/2017/10/20/movies/tyler-perrys-boo-2-a-madea-halloween-review.html","Read the New York Times Review of Tyler Perry's Boo 2! A Madea Halloween","mediumThreeByTwo210","https://static01.nyt.com/images/2017/10/21/arts/21boo2/21boo2-mediumThreeByTwo210.jpg",140,210,0.0941176470588235,0.210566462890266,1.6
"5153","Tyler Perry's Good Deeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PG-13",0,"DAVID DEWITT","Rich Guy, Poor Girl: It Could Never Work","“Tyler Perry’s Good Deeds” honors goodness in an oh-so-serious fairy tale about a homeless janitor and her wealthy savior.","2012-02-24","2012-02-24","2017-11-02 04:18:14","article","https://www.nytimes.com/2012/02/25/movies/tyler-perrys-good-deeds-with-thandie-newton.html","Read the New York Times Review of Tyler Perry's Good Deeds","","",NA,NA,0.102272727272727,0.413025213322173,2.25
"5154","Tyler Perry's Madea's Witness Protection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PG-13",0,"NEIL GENZLINGER","One Woman No One Wants to Tangle With","Tyler Perry is back with Madea, a little less sassy in this film, as she shelters a witness in a Ponzi scheme.","2012-06-29","2012-06-29","2017-11-02 04:18:15","article","https://www.nytimes.com/2012/06/30/movies/tyler-perrys-madeas-witness-protection-opens.html","Read the New York Times Review of Tyler Perry's Madea's Witness Protection","","",NA,NA,-0.00454545454545455,0.021320071635561,-0.1
"5155","Tyler Perry's Temptation: Confessions of a Marriage Counselor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PG-13",0,"ANDY WEBSTER","Charisma, Wealth, Flattery. How Can She Resist?","In “Temptation: Confessions of a Marriage Counselor,” a moralizing film directed by Tyler Perry, a bored wife succumbs easily to the blandishments of a wealthy man.","2013-03-29","2013-03-29","2017-11-02 04:18:16","article","https://www.nytimes.com/2013/03/30/movies/temptation-directed-by-tyler-perry.html","Read the New York Times Review of Tyler Perry's Temptation: Confessions of a Marriage Counselor","","",NA,NA,-0.00576923076923077,0.216484144027651,-0.15
"5156","Tyler Perry's The Single Moms Club",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PG-13",0,"NICOLAS RAPOLD","A Cranky Bonding Agent for Society’s Oil and Water","Thrown together after their children misbehave in school, five very different women form a support group in “Tyler Perry’s The Single Moms Club.”","2014-03-14","2014-03-14","2017-11-02 04:18:18","article","https://www.nytimes.com/2014/03/15/movies/motley-group-vents-in-tyler-perrys-the-single-moms-club.html","Read the New York Times Review of Tyler Perry's The Single Moms Club","mediumThreeByTwo210","https://static01.nyt.com/images/2014/03/15/arts/15TYLER/15TYLER-mediumThreeByTwo210.jpg",140,210,0,0.147441956154897,0
"5157","Tyler Perry's Why Did I Get Married Too?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PG-13",0,"MIKE HALE","At Couples’ Reunion, Laughs, Then Grief","Janet Jackson, Jill Scott and Malik Yoba star in this sequel to Mr. Perry’s 2007 film about four married couples.","2010-04-02","2010-04-02","2017-11-02 04:18:11","article","https://www.nytimes.com/2010/04/03/movies/03tyler.html","Read the New York Times Review of Tyler Perry's Why Did I Get Married Too?","","",NA,NA,0.0285714285714286,0.130930734141595,0.6
